Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
SPMS-887-2024;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";2258389.95 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";"ROCHE FARMACÊUTICA QUIMICA, LDA. (500233810), Teva Pharma - Produtos Farmacêuticos, Lda. (507045491)";"2.258.389,95 €";16-04-2024;01-03-2024;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6677696;491/2023 - Concurso público internacional para formação do acordo quadro de medicamentos do foro oncológico e imunomoduladores;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Fornecimento de <br/>- 5010 comprimidos de Clonazepam 2 mg<br/>- 1500 apolas de Cetorolac 10 mg/ ml<br/>- 5520 comprimidos de Saquinavir 500 mg<br/>- 3000 comprimdos de Cetorolac 10 mg<br/>- 380 ampolas de Interferon Alfa 2A Peguilado 135 mcg<br/>- 1300 ampolas de Interferon Alfa 2A Peguilado 180 mcg<br/>- 240 ampolas de Bevacizumab 25 mg/ ml - 4 ml<br/>- 200 ampolas de Bavacizumab 25 mg/ ml - 16 ml<br/>- 6120 comprimidos de Capecitabima 150 mg<br/>- 37920 comprimidos de Capecitabima 500 mg<br/>- 660 comprimidos de Erlotinib 100 mg<br/>- 1590 comprimidos de Erlotinib 150 mg<br/>- 2310 comprimidos de Erlotinib 25 mg<br/>- 320 ampolas de Rituximab 100 mg/ 10 ml<br/>- 280 ampolas de Rituximab 500 mg/ 50 ml<br/>- 850 ampolas de Trastuzumab 150 mg/ 15 ml;Ao abrigo de acordo-quadro (art.º 258.º);Aquisição de bens móveis;33690000-3;Principal;Medicamentos vários - Para uso hospitalar;Inexistente;Centro Hospitalar de Setúbal E.P.E. (507606787);"Roche Farmacêutica Qu´mica, Lda (500233810)";"2.209.889,90 €";21-02-2013;02-01-2013;365 dias;"Portugal, Setúbal, Setúbal";"Artigo 26.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;;Não definido.;Não definido.;;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
SPMS-844-2024;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";2204726.0 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";"GRIFOLS PORTUGAL (502041285), CSL Behring, Lda.  (503047201), Octapharma - Produtos Farmacêuticos, Lda. (502820780)";"2.204.726,00 €";10-04-2024;31-01-2024;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6506197;438/2023 - Acordo-quadro para fornecimento de derivados do plasma humano;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Fornecimento de Diversos Medicamentos para o ano 2012;Ajuste Direto Regime Geral;Aquisição de bens móveis;33690000-3;Principal;Medicamentos vários - Para uso hospitalar;Inexistente;Centro Hospitalar de Setúbal E.P.E. (507606787);"Roche Farmacêutica Química, Lda (500233810)";"2.057.076,80 €";04-02-2012;31-01-2012;365 dias;"Portugal, Setúbal, Setúbal";"Artigo 24.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
Fornecimento de Diversos Medicamentos para o ano de 2011;Ajuste Direto Regime Geral;Aquisição de bens móveis;33690000-3;Principal;Medicamentos vários - Para uso hospitalar;Inexistente;Centro Hospitalar de Setúbal E.P.E. (507606787);"Gilead Sciences, Lda (503604704)";"1.933.014,42 €";07-02-2011;17-01-2011;365 dias;"Portugal, Setúbal, Setúbal";"Artigo 26.º, n.º 1, alínea e) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
AQUISIÇÃO CENTRALIZADA SPMS MEDICAMENTOS DO FORO ONCOLOGICO E MEDICAMENTOS ANTIRRETRIVIRICOS PARA O TRATAMENTO DA INFEÇÃO POR VIH;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;1846118.26 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";"Janssen - Cilag Farmacêutica, Lda (500189412)";"1.846.118,26 €";11-04-2019;05-02-2018;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;2183729;Medicamentos antirretrovíricos para o tratamento da infeção por VIH;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
Diversos Medicamentos;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";1846118.26 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";"JANSSEN - CILAG FARMACÊUTICA, LDA (500189412)";"1.846.118,26 €";08-11-2019;05-02-2018;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;2183729;Medicamentos antirretrovíricos para o tratamento da infeção por VIH;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
 Vários medicamentos;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";1838073.35 € ;CENTRO HOSPITALAR DE SETÚBAL E.P.E. (507606787);"Alloga logifarma (504507230), ASTELLAS FARMA, LDA.  (502540249), TECNIMEDE, S.A. (500626413), JANSSEN CILAG FARMACEUTICA, LDA. (500189412)";"1.838.073,35 €";26-05-2022;05-04-2022;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;4028557;CP 2019/40 - Medicamentos antirretrovíricos para o tratamento da infeção por VIH;false;https://www.base.gov.pt/base4;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
P259-AC-2017-153 - AGREGAÇÃO CENTRALIZADA 2018 - Medicamentos Diversos e Medicamentos Antirretroviricos para o tratamento da infecção por VIH;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;1778974.2 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";"Gilead Sciences, Lda. (503604704)";"1.778.974,20 €";02-11-2018;29-11-2017;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;2545980;CP 2017/61 - Acordo quadro para fornecimento de Medicamentos Diversos   às Instituições e Serviços do Serviço Nacional de Saúde;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
Vários Medicamentos;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";1731629.88 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";Gilead Sciences (503604704);"1.731.629,88 €";02-03-2020;28-01-2020;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;4028557;CP 2019/40 - Medicamentos antirretrovíricos para o tratamento da infeção por VIH;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Aquisição de Papel para fotocópia e Impressão ;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;30197643-5;Principal;Papel para fotocópia;1678737.97 € ;"Administração Central do Sistema de Saúde, IP (508188423), Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE (508100496), Centro Hospitalar do Alto Ave, EPE (508080827), Unidade Local de Saúde de Matosinhos, EPE (506361390), Centro Medicina de Reabilitação da Região Centro Rovisco Pais (503767336), Hospital Dr. Francisco Zagalo (507846044), Centro Hospitalar de Leiria-Pombal, EPE (509822932), Centro Hospitalar Barreiro Montijo, EPE (509186998), Centro Hospitalar do Algarve, EPE (510745997), Hospital de Magalhães Lemos, EPE (502828790), Administração Regional de Saúde do Centro, IP (503122165), Administração Regional de Saúde do Norte, IP (503135593), Instituto Português do Sangue e da Transplantação, IP (502423943), Centro Hospitalar Tondela-Viseu, EPE (509822940), Direção-Geral da Saúde (600037100), Centro Hospitalar de Entre Douro e Vouga,  EPE (508878462), Centro Hospitalar Tâmega e Sousa, EPE (508318262), Hospital José Luciano de Castro (501613021), Centro Hospitalar de Setúbal, EPE (507606787), Hospital Espírito Santo, EPE (508085888), Centro Hospitalar Cova da Beira, EPE (506361659), Centro Hospitalar de Lisboa Norte, EPE (508481287), Instituto Nacional de Saúde Dr. Ricardo Jorge, IP (501427511), Centro Hospitalar Lisboa Central, EPE (508080142), Centro Hospitalar Psiquiátrico de Lisboa (508338476), Secretaria-Geral do Ministério da Saúde (600080684), Instituto Português de Oncologia do Porto Francisco Gentil, EPE (506362299), Unidade Local de Saúde do Alto Minho, EPE (508786193), Unidade Local de Saúde de Castelo Branco, EPE (509309844), Autoridade Nacional do Medicamento e Produtos de Saúde, IP (600037002), Administração Regional de Saúde do Alentejo, IP (503148768), Instituto Nacional de Emergência Médica, IP (501356126), Centro Hospitalar do Médio Ave, EPE (508093937), Unidade Local de Saúde do Nordeste, EPE (509932584), Unidade Local de Saúde do Baixo Alentejo, EPE (508754275), Unidade Local de saúde da Guarda, EPE (508752000), Centro Hospitalar de S. João, EPE (509821197), Administração Regional de Saúde do Algarve, IP (503148709), Centro Hospitalar de Lisboa Ocidental, EPE (507618319), Instituto Português de Oncologia de Coimbra Francisco Gentil, EPE (506361438), Serviço de Intervenção nos Comportamentos Aditivos e nas Dependências (600084884), Centro Hospitalar Vila Nova de Gaia/Espinho, EPE (508142156), Centro Hospitalar do Médio Tejo, EPE (506361608), Hospital de Santarém, EPE (506361462), Serviços Partilhados do Ministério da Saúde, EPE (509540716), Hospital Distrital Figueira da Foz, EPE (506361527), Centro Hospitalar e Universitário de Coimbra, EPE (510103448), Instituto de Oftalmologia Dr. Gama Pinto (600000052), Administração Regional de Saúde de Lisboa e Vale do Tejo, IP (503148776), Inspeção-Geral das Atividades em Saúde (600018857), Hospital Santa Maria Maior, EPE (506361381), Centro Hospitalar do Porto, EPE (508331471), Centro Hospitalar do Oeste (510412009), Hospital Professor Doutor Fernando Fonseca, EPE (503035416), Unidade Local de Saúde do Norte Alentejano, EPE (508094461), Hospital Garcia de Orta, EPE (506361470), Hospital Arcebispo João Crisóstomo (501626123)";"staples portugal,sa (503789372)";"1.678.737,97 €";01-04-2014;02-01-2014;365 dias;Portugal;Artigo 259.º do Código dos Contratos Públicos;Cumprimento integral do contrato;30-01-2014;"5.443,80 €";;O total efetivo corresponde apenas a este Centro Hospitalar.;;162548;"Concurso limitado por prévia qualificação para a celebração de Acordo Quadro para fornecimento de papel, economato e consumíveis de impressão.";true;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
DOLUTEGRAVIR 50 MG + RILPIVIRINA 25 MG E LAMIDUVINA ;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";1678439.04 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";"VIV HEALTGCARE, UNIPESSOAL, LDA (509117961)";"1.678.439,04 €";03-05-2023;30-03-2023;276 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5758956;CP 2022/40 - Medicamentos antirretrovíricos para o tratamento da infeção por VIH;false;https://www.base.gov.pt/base4;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Diversos Medicamentos;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";1678173.06 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";Roche Farmaceutica (500233810);"1.678.173,06 €";07-11-2019;29-11-2018;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;2969238;"CP 2017/6 - Acordo Quadro para fornecimento de Medicamentos do Foro Oncológico e Imunomoduladores, às Instituições e Serviços do Serviço Nacional de Saúde";false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Fornecimento de Derivados de Plasma Humano durante o ano de 2009;Ajuste Direto Regime Geral;;;;;;"Centro Hospitalar de Setúbal, E.P.E. (507606787)";"Octapharma, lda (502820780)";"1.652.916,52 €";16-03-2009;;90 dias;;Não Preenchido;;;;;;;Não aplicável.;Não aplicável.;;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
Serviços Segurança e Vigilância;Concurso limitado por prévia qualificação;Aquisição de serviços;79700000-1;Principal;Serviços de investigação e segurança;1615881.0 € ;CENTRO HOSPITALAR DE SETÚBAL E.P.E. (507606787);"Prestibel - Empresa de Segurança, S.A. (501326456)";"1.615.881,00 €";08-10-2019;01-03-2019;1095 dias;Portugal;"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
MEDICAMENTOS ANTIRRETROVÍRICOS PARA O TRATAMENTO DA INFEÇÃO POR HIV;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;1566567.14 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";"JANSSEN-CILAG FARMACEUTICA, LDA (500189412)";"1.566.567,14 €";18-04-2017;21-03-2017;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;2183729;Medicamentos antirretrovíricos para o tratamento da infeção por VIH;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
Diversos Medicamentos;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";1544644.46 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";Janssen (500189412);"1.544.644,46 €";05-11-2019;21-12-2018;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;4028557;CP 2019/40 - Medicamentos antirretrovíricos para o tratamento da infeção por VIH;false;;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Medicamentos Antirretroviricos para o tratamento da infecção por VIH;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;1532866.8 € ;"Centro Hospitalar de Setúbal, E. P. E. (507606787)";"GILEAD SCIENCES, LDA (503604704)";"1.532.866,80 €";12-04-2017;21-02-2017;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;2183729;Medicamentos antirretrovíricos para o tratamento da infeção por VIH;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
Medicamentos;Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33000000-0;Principal;"Equipamento médico, medicamentos e produtos para cuidados pessoais";1531796.16 € ;CENTRO HOSPITALAR DE SETÚBAL E.P.E. (507606787);Roche Farmaceutica Quimica (500233810);"1.531.796,16 €";17-03-2021;15-02-2021;365 dias;"Portugal, Setúbal, Setúbal";Artigo 259.º do Código dos Contratos Públicos;;;;;;;2969238;"CP 2017/6 - Acordo Quadro para fornecimento de Medicamentos do Foro Oncológico e Imunomoduladores, às Instituições e Serviços do Serviço Nacional de Saúde";false;https://www.base.gov.pt/base4;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
