Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
"AQUISIÇÃO DE MEDICAMENTOS DO FORO ONCOLÓGICO E IMUNOMODULADORES AO ABRIGO DO ACORDO QUADRO  2023/491 DOS SPMS ,EPE, PARA A UNIDADE LOCAL DE SAÚDE DO BAIXO MONDEGO, EPE";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;535326.48 € ;"Unidade Local de Saúde do Baixo Mondego, E. P. E. (506361527)";"Janssen-Cilag Farmacêutica, Lda. (500189412)";"535.326,48 €";15-07-2024;07-03-2024;365 dias;"Portugal, Coimbra, Figueira da Foz<BR/>Portugal, Coimbra, Figueira da Foz<BR/>Portugal, Coimbra, Figueira da Foz<BR/>Portugal, Coimbra, Figueira da Foz<BR/>Portugal, Coimbra, Figueira da Foz";Artigo 259.º do Código dos Contratos Públicos;;;;;;;7013489;491/2023 - Concurso público internacional para formação do acordo quadro de medicamentos do foro oncológico e imunomoduladores;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2749976;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Serviços de Teleradiologia;Concurso público;Aquisição de serviços;85150000-5;Principal;Serviços de imagiologia médica;490740.12 € ;"Hospital Distrital Figueira da Foz, E.P.E. (506361527)";"Dr. Campos Costa - Consultório de Tomografia Computorizada, S.A   (502082429)";"490.740,12 €";26-06-2023;21-06-2023;731 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjAzMjky;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"TAC - Tomografia computorizada, para o Hospital Distrital da Figueira da Foz, E.P.E.";Concurso público;Aquisição de bens móveis;33115000-9;Principal;Aparelhos para tomografia;479900.0 € ;"Hospital Distrital da Figueira da Foz, EPE (506361527)";"GENERAL ELECTRIC HEALTHCARE PORTUGUESA, S.U. LDA. (500357129)";"479.900,00 €";14-04-2022;29-03-2022;60 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NTE4NTA1;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AQUISIÇÃO DE MEDICAMENTOS DO FORO ONCOLÓGICO E IMUNOMODULADORES AO ABRIGO DO ACORDO QUADRO  2023/491 DOS SPMS ,EPE, PARA A UNIDADE LOCAL DE SAÚDE DO BAIXO MONDEGO, EPE";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;451022.22 € ;"Unidade Local de Saúde do Baixo Mondego, E. P. E. (506361527)";"Boehringer Ingelheim Portugal, Lda  (500293023)";"451.022,22 €";15-07-2024;07-03-2024;365 dias;"Portugal, Coimbra, Figueira da Foz<BR/>Portugal, Coimbra, Figueira da Foz";Artigo 259.º do Código dos Contratos Públicos;;;;;;;7013489;491/2023 - Concurso público internacional para formação do acordo quadro de medicamentos do foro oncológico e imunomoduladores;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2749976;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Refeições Confecionadas;Concurso público;Aquisição de serviços;55500000-5;Principal;Serviços de cantinas e de fornecimento de refeições (catering);433662.05 € ;"Hospital Distrital da Figueira da Foz, E. P. E. (506361527)";"ITAU - Instituto Técnico de Alimentação Humana, S.A. (500142858)";"433.662,05 €";17-08-2020;31-07-2020;365 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1165245;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
Serviços de Higiene e Limpeza;Concurso público;Aquisição de serviços;90910000-9;Principal;Serviços de limpeza;389896.08 € ;"Hospital Distrital Figueira da Foz, E.P.E. (506361527)";"SÁ LIMPA – SOCIEDADE DE LIMPEZAS, LDA. (504458086)";"389.896,08 €";26-06-2020;07-05-2020;365 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1130485;false;;;Código dos Contratos Públicos ( DL 111-B/2017 );false;false;
"AQUISIÇÃO DE SACITUZUMAB GOVITECANO 200 MG AMPOLAS AO ABRIGO DO ACORDO QUADRO 2023/481 DOS SPMS, EPE PARA A ULSBM, EPE";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;373330.0 € ;"Hospital Distrital da Figueira da Foz, E. P. E. (506361527)";"GILEAD SCIENCES, LDA. (503604704)";"373.330,00 €";19-04-2024;05-04-2024;285 dias;"Portugal, Coimbra, Figueira da Foz";Artigo 259.º do Código dos Contratos Públicos;;;;;;;6529857;481/2023 - Acordo quadro para fornecimento de medicamentos diversos;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2826347;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Dispensador de Medicamentos;Concurso público;Aquisição de bens móveis;30236000-2;Principal;Equipamento informático diverso;364255.0 € ;"Hospital Distrital da Figueira da Foz, EPE (506361527)";"JJL INSTALAÇÕES ELECTRICAS, LDA (506310132)";"364.255,00 €";21-04-2023;18-10-2022;183 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";Cumprimento integral do contrato;15-06-2023;"364.255,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NTU4NTc2;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"AQUISIÇÃO DE MEDICAMENTOS ANTIPSICÓTICOS, ANESTÉSICOS E RELAXANTES MUSCULARES AO ABRIGO DO ACORDO QUADRO 2022/019 DOS SPMS, EPE";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;363775.2 € ;"Hospital Distrital Figueira da Foz, E.P.E. (506361527)";"JANSSEN CILAG FARMACEUTICA, LDA. (500189412)";"363.775,20 €";15-05-2023;26-04-2023;320 dias;"Portugal, Coimbra, Figueira da Foz";Artigo 259.º do Código dos Contratos Públicos;;;;;;;5880340;"CP 2022/19 - Medicamentos antipsicóticos, anestésicos e relaxantes musculares";false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.2272180;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Dispositivos para revisão do joelho;Concurso público;Aquisição de bens móveis;33183000-6;Principal;Material de assistência ortopédica;355746.38 € ;"Hospital Distrital da Figueira da Foz, E. P. E. (506361527)";"JOHNSON & JOHNSON, LDA. (500153370)";"355.746,38 €";27-01-2023;23-01-2023;395 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NTg1MjUz;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de higiene e limpeza;Ajuste Direto Regime Geral;Aquisição de serviços;90910000-9;Principal;Serviços de limpeza;342145.28 € ;"Hospital Distrital da Figueira da Foz, E. P. E. (506361527)";"Sá Limpa - Facility Services, Lda (504458086)";"342.145,28 €";08-09-2023;05-07-2023;243 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 27.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/NjM3NzYw;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Componentes Cirúrgicos;Ajuste Direto Regime Geral;Aquisição de bens móveis;33183000-6;Principal;Material de assistência ortopédica;340886.51 € ;"Hospital Distrital da Figueira da Foz, EPE (506361527)";"JOHNSON & JOHNSON, LDA (500153370)";"340.886,51 €";28-12-2022;28-12-2022;24 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NTk0MjQx;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição de Reagentes para Bioquímica / Imunoquímica para o HDFF, EPE";Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;339888.06 € ;"Hospital Distrital da Figueira da Foz, E. P. E. (506361527)";ROCHE SISTEMA DE DIAGNOSTICOS                      (504282921);"339.888,06 €";10-03-2017;02-03-2017;730 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
"Aquisição de refeições confecionadas para o HDFF, EPE";Concurso público;Aquisição de serviços;55000000-0;Principal;"Serviços de hotelaria, restauração e comércio a retalho";339302.28 € ;"Hospital Distrital da Figueira da Foz, E. P. E. (506361527)";"Gertal - Companhia Geral de Restaurantes e Alimentação, SA (500126623)";"339.302,28 €";15-12-2017;15-12-2017;365 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
"Prestação de Serviços de Higiene e Limpeza e Fornecimento de Consumíveis ao HDFF, EPE";Concurso público;Aquisição de serviços;90910000-9;Principal;Serviços de limpeza;331270.1 € ;"Hospital Distrital Figueira da Foz, E.P.E. (506361527)";"SÁ LIMPA - SOCIEDADE DE LIMPEZAS, LDA. (504458086)";"331.270,10 €";05-05-2017;28-04-2017;365 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
"Aquisição de refeições confeccionadas para o Hospital Distrital da Figueira da Foz, EPE";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de serviços;55520000-1;Principal;Serviços de fornecimento de refeições (catering);326248.2 € ;"Hospital Distrital da Figueira da Foz, EPE (506361527)";Gertal (500126623);"326.248,20 €";02-01-2017;22-10-2015;365 dias;"Portugal, Coimbra, Figueira da Foz";Artigo 259.º do Código dos Contratos Públicos;;;;;;;1125527;Acordo quadro para o fornecimento de refeições confecionadas;false;;false;;;Código dos Contratos Públicos (DL 18/2008);false;false;
"P259-2022-036 Convite ao abrigo do(s) acordo(s)-quadro 2021/6, 2019/55, 2019/40, 2020/1, 2021/47, 2021/55, para aquisição de medicamentos para suprir necessidades na área da saúde";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;33600000-6;Principal;Produtos farmacêuticos;320932.68 € ;"Hospital Distrital Figueira da Foz, E.P.E. (506361527)";"ASTELLAS FARMA, LDA. (502540249)";"320.932,68 €";07-06-2022;05-04-2022;180 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;4028557;CP 2019/40 - Medicamentos antirretrovíricos para o tratamento da infeção por VIH;true;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1864302;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
